Source URL,AEM Path,Status,Title,Description,Category,Canonical,Keywords,Image,Template,Brand
"https://www.leica-microsystems.com/products/p/viventis-scape/","/content/EMA_SAMPLE_PROJECT/en/products/p/viventis-scape","Success","Viventis SCAPE Single Objective Light Sheet Microscope","ESCAPE the limits of 3D live cell imaging with single objective light sheet microscopy. Viventis SCAPE microscope is based on swept confocally aligned planar excitation microscopy designed for gentle ","Products","https://www.leica-microsystems.com/products/p/viventis-scape/","Viventis SCAPE","https://www.leica-microsystems.com/fileadmin/global/products/Confocal/viventis/Viventis-Scape_LighSheetMicroscope.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/ivesta-3/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/stereo-microscopes/p/ivesta-3","Success","Ivesta 3 Greenough Stereo Microscopes","Use Ivesta 3 Greenough stereo microscopes to inspect with increased efficiency and work in a consistent way for industrial and life-science applications.","Products","https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/ivesta-3/","Ivesta 3","https://www.leica-microsystems.com/fileadmin/global/products/Cameras/Ivesta/Ivesta3-Greenough-Stereo-Microscopes.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/p/libs-module/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/p/libs-module","Success","DM6 M LIBS LIBS Microscope","Perform simultaneous visual and chemical analysis with the DM6 M LIBS microscope. A materials analysis solution integrating microscopy and laser spectroscopy (LIBS).","Products","https://www.leica-microsystems.com/products/light-microscopes/p/libs-module/","DM6 M LIBS","https://www.leica-microsystems.com/fileadmin/global/products/Light/leica-dm6m-libs.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/p/leica-lmd7/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/p/leica-lmd7","Success","Leica LMD Systems Laser Microdissection Microscopes","Laser Microdissection (LMD, also known as Laser Capture Microdissection or LCM) enables users to isolate specific single cells or entire areas of tissue.","Products","https://www.leica-microsystems.com/products/light-microscopes/p/leica-lmd7/","Leica LMD Systems","https://www.leica-microsystems.com/fileadmin/user_upload/Leica-LMD7-LaserMicrodissection-list.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-m125-c/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/stereo-microscopes/p/leica-m125-c","Success","M125 C, M205 C & M205 A Encoded stereo microscopes","Leica M125 C, M165 C, M205 C and M205 A stereo microscopes with encoding and fusion optics. Consistently delivering calibrated and comparable images.","Products","https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-m125-c/","Leica M125 C, M165 C, M205 C and M205 A stereo microscopes with encoding and fusion optics","https://www.leica-microsystems.com/fileadmin/global/products/Stereo/Leica_M205_A_Encoded-Stereomicroscope_list.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-m205-fca/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/stereo-microscopes/p/leica-m205-fca","Success","Leica M205 FCA & Leica M205 FA Fluorescence stereo microscopes","Leica M205 FCA and Leica M205 FA fluorescence stereo microscopes with unique triple beam and fusion optics. Fast manual screening paired with high-end imaging capabilities.","Products","https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-m205-fca/","Leica M205 FCA, Leica M205 FA, fluorescence stereo microscopes, triple beam, fusion optics","https://www.leica-microsystems.com/fileadmin/_migrated/Products/leica-m205-fca.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-m80/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/stereo-microscopes/p/leica-m80","Success","M50, M60 & M80 Routine stereo microscopes","The modular stereo microscopes of the M series from Leica are the right choice for an abundant variety of tasks in life sciences and industrial applications.","Products","https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-m80/","M50, M60 & M80","https://www.leica-microsystems.com/fileadmin/global/products/Stereo/Leica_M80_M60_M50_modular-stereomicroscope_list.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-mz10-f/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/stereo-microscopes/p/leica-mz10-f","Success","MZ10 F Modular Stereo Microscope","Modular Stereo Microscope for Fluorescent Imaging","Products","https://www.leica-microsystems.com/products/light-microscopes/stereo-microscopes/p/leica-mz10-f/","Modular Stereo Microscope, Fluorescent Imaging","https://www.leica-microsystems.com/fileadmin/_processed_/f/3/csm_Leica_MZ10_F_Modular_stereomicroscope_list_b64c956fcd.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/p/thunder-imager-cell-spinning-disk/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/p/thunder-imager-cell-spinning-disk","Success","THUNDER Imager Cell Spinning Disk","Struggling to navigate complex samples? Discover the power of combining THUNDER technology with the CrestOptics CICERO spinning disk. This synergistic pairing allows you to get higher quality data and","Products","https://www.leica-microsystems.com/products/light-microscopes/p/thunder-imager-cell-spinning-disk/","THUNDER Imager Cell Spinning Disk","https://www.leica-microsystems.com/fileadmin/user_upload/DMi8_Incubator_Cicero.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-cameras/p/k7/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-cameras/p/k7","Success","K7 Color CMOS Microscope Camera","Colour CMOS Microscope Camera for a wide variety of microscopy applications from scanning H&E stained tissue sections, through documentation of fluorescent samples.","Products","https://www.leica-microsystems.com/products/microscope-cameras/p/k7/","K7","https://www.leica-microsystems.com/fileadmin/user_upload/K7-CMOS-Camera-list.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/las-x-cleanliness-expert/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/las-x-cleanliness-expert","Success","Cleanliness Analysis Systems Analysis Software","Analysis software for fast and easy particle counting on filters. An easy-to-use, optimal cleanliness solution for reliable, repeatable results.","Products","https://www.leica-microsystems.com/products/microscope-software/p/las-x-cleanliness-expert/","Cleanliness analysis, particle size, quality assurance, contamination, ISO 16232, VDA 19, ISO 4406,","https://www.leica-microsystems.com/fileadmin/user_upload/Cleanliness-system-standard.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-id/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/leica-las-x-id","Success","LAS X Industry Microscope software for Industry","Microscope software platform for industrial applications to deliver reliable results with confidence in quality control and materials research.","Products","https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-id/","LASX, LAS X","https://www.leica-microsystems.com/fileadmin/global/products/Software/leica-las-x-id-list-s.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/las-x-id-modules/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/las-x-id-modules","Success","LAS X Materials Science Modules Software for Metallography and Materials Analysis","Microscope software modules for metallography and materials analysis to guide through any workflow via an explanatory user interface and direct navigation.","Products","https://www.leica-microsystems.com/products/microscope-software/p/las-x-id-modules/","LAS X Materials Science Modules","https://www.leica-microsystems.com/fileadmin/_migrated/Products/Software-Modules-Industry_list_small.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-ls/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/leica-las-x-ls","Success","LAS X Life Science Microscope Software","LAS X microcope software for all Leica microscopes: It integrates confocal, widefield, stereo, super-resolution, and light-sheet instruments.","Products","https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-ls/","Microscope Software Platform, LAS X Software, Life Science","https://www.leica-microsystems.com/fileadmin/global/products/Software/leica-las-x-ls-list-s.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/las-x-steel-expert/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/las-x-steel-expert","Success","LAS X Steel Expert Steel Analysis Software","Steel Analysis Software","Products","https://www.leica-microsystems.com/products/microscope-software/p/las-x-steel-expert/","LAS X Steel Expert","https://www.leica-microsystems.com/fileadmin/academy/user_upload/Steel-Analysis-Software-LAS.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-cameras/p/k8/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-cameras/p/k8","Success","K8 Scientific CMOS Camera","The K8 Scientific CMOS microscope camera from Leica Microsystems enables extreme low light imaging for live-cell experiments.","Products","https://www.leica-microsystems.com/products/microscope-cameras/p/k8/","K8","https://www.leica-microsystems.com/fileadmin/global/products/Cameras/K8/K8_Microscope-Camera_list.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-cameras/p/leica-dfc9000/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-cameras/p/leica-dfc9000","Success","DFC9000 sCMOS Fluorescence Microscope Camera","Leica DFC9000 sCMOS fluorescence microscope camera enables imaging cells under near-native conditions. Capture faintest signal and highly dynamic processes with newest sCMOS sensor technology!","Products","https://www.leica-microsystems.com/products/microscope-cameras/p/leica-dfc9000/","DFC9000","https://www.leica-microsystems.com/fileadmin/_migrated/Products/leica-dfc9000.jpg","pdp",""
"https://www.leica-microsystems.com/products/surgical-microscopes/p/arveo/","/content/EMA_SAMPLE_PROJECT/en/products/surgical-microscopes/p/arveo","Success","ARveo Digital Augmented Reality Microscope for Complex Neurosurgery","Digital augmented reality microscope","Products","https://www.leica-microsystems.com/products/surgical-microscopes/p/arveo/","ARveo","https://www.leica-microsystems.com/fileadmin/img_uploads/surgical_microscopes/ARveo-ORcranial.jpg","pdp",""
"https://www.leica-microsystems.com/products/surgical-microscopes/p/leica-m530-ohx-microsurgery/","/content/EMA_SAMPLE_PROJECT/en/products/surgical-microscopes/p/leica-m530-ohx-microsurgery","Success","M530 OHX Surgical Microscope","Surgical microscope designed for precision in complex procedures. It integrates FusionOptics and xenon illumination, offering high-resolution imaging with deep depth of field.","Products","https://www.leica-microsystems.com/products/surgical-microscopes/p/m530-ohx/","M530 OHX","https://www.leica-microsystems.com/fileadmin/_processed_/a/9/csm_Leica_M530_OHX_Surgical-Microscope_Neuro-Spine_list_6017c43fd2.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-cameras/p/leica-dmc4500/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-cameras/p/leica-dmc4500","Success","DMC4500 Digital Microscope Camera","Sharp, brilliant images for everyday analysis and documentation with the microscope camera Leica DMC4500 suited for applications such as pathology, pharmaceutical testing, quality control, failure ana","Products","https://www.leica-microsystems.com/products/microscope-cameras/p/leica-dmc4500/","Microscope camera for life science and industrial applications","https://www.leica-microsystems.com/fileadmin/academy/user_upload/dmc-4500-list.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/aivia/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/aivia","Success","Aivia AI Image Analysis Software","Designed to improve accuracy, streamline workflows, and enhance data exploration.","Products","https://www.leica-microsystems.com/products/microscope-software/p/aivia/","AI microscopy, Aivia","https://www.leica-microsystems.com/fileadmin/user_upload/Aivia-AI-Microscopy-Software-M25-list.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/enersight/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/enersight","Success","Enersight Microscope Software Platform","What if you could inspect, compare, measure and share with one intuitive interface? Introducing Enersight, a powerful software platform for microscopy.","Products","https://www.leica-microsystems.com/products/microscope-software/p/enersight/","Enersight","https://www.leica-microsystems.com/fileadmin/global/products/Light/visoria/Operating-Leica-Visoria-M-Microscope.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/leica-las-ez/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/leica-las-ez","Success","LAS EZ Imaging software for Windows OS for ""EZ"" documentation and annotation","The Leica LAS EZ software, compatible with the Leica EZ4 W/E stereomicroscope, as well as the Leica EC4, Leica ICC50 W/E and Leica IC90 E digital cameras, provides an ideal common, easy-to-use, consis","Products","https://www.leica-microsystems.com/products/microscope-software/p/leica-las-ez/","Imaging software, Leica LAS EZ","https://www.leica-microsystems.com/fileadmin/content_excellence/products/LAS_EZ/Leica_DMS300_LAS_EZ.jpg","pdp",""
"https://www.leica-microsystems.com/products/light-microscopes/p/cell-dive/","/content/EMA_SAMPLE_PROJECT/en/products/light-microscopes/p/cell-dive","Success","Cell DIVE Multiplex Imaging Solution","Multiplex imaging solution Cell DIVE offers crystal-clear whole tissue images, the visualization of 60+ biomarkers and over 350 validated antibodies.","Products","https://www.leica-microsystems.com/products/light-microscopes/p/cell-dive/","Cell DIVE","https://www.leica-microsystems.com/fileadmin/_processed_/6/5/csm_LMSPR008_Image1_Cell_DIVE_Multiplexed_Imaging_Solution_0a39ee95c4.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-software/p/leica-lmd-software/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-software/p/leica-lmd-software","Success","LMD Software Laser Microdissection","Experience precise cell isolation and tissue microdissection with advanced LMD software.","Products","https://www.leica-microsystems.com/products/microscope-software/p/leica-lmd-software/","LMD Software","https://www.leica-microsystems.com/fileadmin/global/products/Software/lmd-software/LMD-Software_MainInterface.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-accessories/p/tl3000-ergo/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-accessories/p/tl3000-ergo","Success","TL3000 Ergo & TL5000 Ergo Transmitted Light Bases","TL3000 Ergo transmitted light base for Leica stereo microscopes for more structural information from translucent and transparent samples and model organisms.","Products","https://www.leica-microsystems.com/products/microscope-accessories/p/tl3000-ergo/","TL3000 Ergo & TL5000 Ergo","https://www.leica-microsystems.com/fileadmin/user_upload/Transmitted-Light-Bases-Lei.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-accessories/p/leica-wf-frap/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-accessories/p/leica-wf-frap","Success","WF FRAP Fluorescence Recovery After Photobleaching","Study cellular kinetics with minimal photo damage to your cells with Leica WF FRAP module for photobleaching.","Products","https://www.leica-microsystems.com/products/microscope-accessories/p/leica-wf-frap/","Fluorescence Recovery After Photobleaching, FRAP","https://www.leica-microsystems.com/fileadmin/_migrated/Products/leica-wf-frap.jpg","pdp",""
"https://www.leica-microsystems.com/products/thunder-imaging-systems/p/thunder-imager-cell/","/content/EMA_SAMPLE_PROJECT/en/products/thunder-imaging-systems/p/thunder-imager-cell","Success","THUNDER Imager Cell","THUNDER Imagers provide you with a solution for advanced 3D cell culture assays, whether you want to study stem cells, spheroids, or organoids.","Products","https://www.leica-microsystems.com/products/thunder-imaging-systems/p/thunder-imager-cell/","THUNDER Imager Cell","https://www.leica-microsystems.com/fileadmin/academy/user_upload/THUNDER_Imager_Live_Cell3-2.jpg","pdp",""
"https://www.leica-microsystems.com/products/thunder-imaging-systems/p/thunder-imager-model-organism-sensitive/","/content/EMA_SAMPLE_PROJECT/en/products/thunder-imaging-systems/p/thunder-imager-model-organism-sensitive","Success","THUNDER Imager Model Organism","The THUNDER Imager Model Organism allows fast and easy 3D exploration of whole organisms for developmental or molecular biology research.","Products","https://www.leica-microsystems.com/products/thunder-imaging-systems/p/thunder-imager-model-organism-sensitive/","THUNDER Imager, Model Organism, 3D exploration of whole organisms, molecular biology","https://www.leica-microsystems.com/fileadmin/global/products/THUNDER/THUNDER_Imager_Model_Organism_Mouse_list.jpg","pdp",""
"https://www.leica-microsystems.com/products/thunder-imaging-systems/p/thunder-imager-tissue/","/content/EMA_SAMPLE_PROJECT/en/products/thunder-imaging-systems/p/thunder-imager-tissue","Success","THUNDER Imager Tissue","The THUNDER Imager Tissue allows real-time fluorescence imaging of 3D tissue sections typically used in neuroscience and histology research.","Products","https://www.leica-microsystems.com/products/thunder-imaging-systems/p/thunder-imager-tissue/","THUNDER Imager Tissue","https://www.leica-microsystems.com/fileadmin/global/products/THUNDER/THUNDER-Imager-Tissue_neurons_list_01.jpg","pdp",""
"https://www.leica-microsystems.com/products/sample-preparation-for-electron-microscopy/p/artos-3d/","/content/EMA_SAMPLE_PROJECT/en/products/sample-preparation-for-electron-microscopy/p/artos-3d","Success","ARTOS 3D Array Tomography Solution","Be faster with the ARTOS 3D ultramicrotome when making high quality sections for array tomography","Products","https://www.leica-microsystems.com/products/sample-preparation-for-electron-microscopy/p/artos-3d/","Array Tomography, Ultramicrotome, Ultramicrotomy","https://www.leica-microsystems.com/fileadmin/_migrated/Products/ARTOS_3D_product_for_array_tomography_02.jpg","pdp",""
"https://www.leica-microsystems.com/products/sample-preparation-for-electron-microscopy/p/leica-em-ace900/","/content/EMA_SAMPLE_PROJECT/en/products/sample-preparation-for-electron-microscopy/p/leica-em-ace900","Success","EM ACE900 Freeze Fracture System","High-End EM Sample Preparation Freeze Fracture System","Products","https://www.leica-microsystems.com/products/sample-preparation-for-electron-microscopy/p/leica-em-ace900/","EM ACE900","https://www.leica-microsystems.com/fileadmin/global/products/Nano/Leica-ACE900-FreezeSystem.jpg","pdp",""
"https://www.leica-microsystems.com/products/sample-preparation-for-electron-microscopy/p/leica-em-fc7/","/content/EMA_SAMPLE_PROJECT/en/products/sample-preparation-for-electron-microscopy/p/leica-em-fc7","Success","EM FC7 Cryoultramicrotomy Chamber","Leica EM FC7 ‐ Changes your Ultramicrotome Leica EM UC6 or EM UC7 to a Cryoultramicrotome to prepare perfect cryo‐sections for TEM, SEM, AFM & LM.","Products","https://www.leica-microsystems.com/products/sample-preparation-for-electron-microscopy/p/leica-em-fc7/","Cross section, cryoultramicrotomy, Cryo TEM, cryosections, cryo SEM","https://www.leica-microsystems.com/fileadmin/_migrated/Products/Leica_EM_FC7_Cryochamber_small_list_04.jpg","pdp",""
"https://www.leica-microsystems.com/service/p/preventive-maintenance/","/content/EMA_SAMPLE_PROJECT/en/service/p/preventive-maintenance","Success","Preventative Maintenance","Protecting your system with regular updates and checks","Products","https://www.leica-microsystems.com/service/p/preventive-maintenance/","Preventative Maintenance","https://www.leica-microsystems.com/fileadmin/academy/user_upload/lms-preventive-maintainance-list.jpg","pdp",""
"https://www.leica-microsystems.com/service/p/service-plans/","/content/EMA_SAMPLE_PROJECT/en/service/p/service-plans","Success","Service Plans","Through ServiceCare, you receive expert knowledge and experience to help you maximize system availability, maintain peak performance and optimize budget control.","Products","https://www.leica-microsystems.com/service/p/service-plans/","Servie Plans","https://www.leica-microsystems.com/fileadmin/global/leica-service-3-2.jpg","pdp",""
"https://www.leica-microsystems.com/service/p/warranty-extension/","/content/EMA_SAMPLE_PROJECT/en/service/p/warranty-extension","Success","Warranty Extension+","Designed to protect your investment over time with full system coverage for your newly purchased equipment. Delivering upon our commitment to maximize uptime and reduce the cost of ownership for compl","Products","https://www.leica-microsystems.com/service/p/warranty-extension/","warranty, warranty extension, new equipment warranty","https://www.leica-microsystems.com/fileadmin/_processed_/2/8/csm_lms-support_warranty-extension-header_3f24a84948.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-accessories/p/infinity-tirf/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-accessories/p/infinity-tirf","Success","Infinity TIRF DMi8 S module","Multicolor advanced TIRF module","Products","https://www.leica-microsystems.com/products/microscope-accessories/p/infinity-tirf/","Infinity TIRF","https://www.leica-microsystems.com/fileadmin/_migrated/Products/leica-infinity-tirf_03.jpg","pdp",""
"https://www.leica-microsystems.com/products/microscope-accessories/p/led-fluorescence-light-sources/","/content/EMA_SAMPLE_PROJECT/en/products/microscope-accessories/p/led-fluorescence-light-sources","Success","LED Fluorescence Light Sources","Bright, stable, and versatile illumination for fluorescence imaging of routine cell culture, tissue sections, or advanced experiments with our LED series.","Products","https://www.leica-microsystems.com/products/microscope-accessories/p/led-fluorescence-light-sources/","LED Fluorescence Light Sources","https://www.leica-microsystems.com/fileadmin/user_upload/LEDFLuo-Light-Sources-Header.jpg","pdp",""
"https://www.leica-microsystems.com/products/confocal-microscopes/p/mica/","/content/EMA_SAMPLE_PROJECT/en/products/confocal-microscopes/p/mica","Success","Mica Microhub","Mica Automated Inverted Microscope. Simultaneous 4-color widefield, confocal resolution, AI supported analysis.","Products","https://www.leica-microsystems.com/products/confocal-microscopes/p/mica/","Mica","https://www.leica-microsystems.com/fileadmin/_processed_/9/7/csm_Mica-Microhub-reddot-winner-2023-_81b677f733.jpg","pdp",""
"https://www.leica-microsystems.com/products/confocal-microscopes/p/spectraplex/","/content/EMA_SAMPLE_PROJECT/en/products/confocal-microscopes/p/spectraplex","Success","SpectraPlex for STELLARIS 3D High-Multiplex Solution for Spatial Discoveries","SpectraPlex is a comprehensive solution for 3D high-multiplex imaging in spatial biology.","Products","https://www.leica-microsystems.com/products/confocal-microscopes/p/spectraplex/","SpectraPlex for STELLARIS","https://www.leica-microsystems.com/fileadmin/_processed_/e/d/csm_Spectraplex-Stellaris-Header-V1_7124eeb56a.jpg","pdp",""
"https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris/","/content/EMA_SAMPLE_PROJECT/en/products/confocal-microscopes/p/stellaris","Success","STELLARIS Confocal Microscope Platform","STELLARIS confocal microscopes can be combined with all Leica modalities, including FLIM, STED, MP, DLS, and CRS.","Products","https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris/","STELLARIS","https://www.leica-microsystems.com/fileadmin/user_upload/Stellaris-Confocal-Platform.jpg","pdp",""
"https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris-8-crs/","/content/EMA_SAMPLE_PROJECT/en/products/confocal-microscopes/p/stellaris-8-crs","Success","STELLARIS CRS Coherent Raman Scattering Microscope","CRS Microscope - Coherent Raman Scattering Microscope","Products","https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris-8-crs/","STELLARIS CRS","https://www.leica-microsystems.com/fileadmin/user_upload/Stellaris-CRS-Confocal-List.jpg","pdp",""
"https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris-8-dive/","/content/EMA_SAMPLE_PROJECT/en/products/confocal-microscopes/p/stellaris-8-dive","Success","STELLARIS DIVE Multiphoton Microscope","The multiphoton microscope STELLARIS 8 DIVE provides you with flexible multicolor imaging beyond 1 mm in depth.","Products","https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris-8-dive/","STELLARIS DIVE","https://www.leica-microsystems.com/fileadmin/user_upload/Stellaris-DIVE-Confocal-List.jpg","pdp",""
"https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris-8-falcon/","/content/EMA_SAMPLE_PROJECT/en/products/confocal-microscopes/p/stellaris-8-falcon","Success","STELLARIS FALCON FLIM Microscope","FLIM Microscope","Products","https://www.leica-microsystems.com/products/confocal-microscopes/p/stellaris-8-falcon/","STELLARIS FALCON","https://www.leica-microsystems.com/fileadmin/_processed_/c/2/csm_falcon-sp8-single_30c2822354.jpg","pdp",""
